relative_path,bundle_path,kind,category,promotion_target,status,rationale,size_kb
24_alpha_factor_library/04_factor_evaluation.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/04_factor_evaluation.ipynb,ipynb,factor_research,ml_stock_lab,curated_keep,Factor evaluation metrics reference.,30.32
24_alpha_factor_library/05_alphalens_analysis.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/05_alphalens_analysis.ipynb,ipynb,factor_research,ml_stock_lab,curated_keep,Alphalens analysis workflow reference.,20.9
24_alpha_factor_library/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,5.98
24_alpha_factor_library/factor_library_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/factor_library_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,3.72
README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,43.7
data/00_data_api_services_catalog_definitive.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/00_data_api_services_catalog_definitive.ipynb,ipynb,data_platform,data_platform,curated_keep,API source catalog reference.,23.41
data/01_private_active_api_services.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/01_private_active_api_services.ipynb,ipynb,data_platform,data_platform,curated_keep,Private API activation reference; keep for credential UX only.,15.7
data/02_local_market_database_definitive.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/02_local_market_database_definitive.ipynb,ipynb,data_platform,data_platform,curated_keep,Local market database reference for Drive canonical database.,3.76
data/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,5.53
data/create_dataset_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/create_dataset_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,3.85
data/create_datasets_definitive.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/create_datasets_definitive.ipynb,ipynb,data_platform,data_platform,curated_keep,Dataset creation reference; avoid raw heavy data duplication.,4.35
data/create_stooq_data.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/create_stooq_data.ipynb,ipynb,data_platform,data_platform,curated_keep,Stooq free data fallback pattern.,43.89
data/data_catalog.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/data_catalog.py,py,support,support,curated_keep,Support file retained for curated notebooks.,4.3
data/definitive_data_loader.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/definitive_data_loader.py,py,support,support,curated_keep,Support file retained for curated notebooks.,7.72
data/market_data_database.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/market_data_database.py,py,support,support,curated_keep,Support file retained for curated notebooks.,9.57
data/private_api_activation.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/data/private_api_activation.py,py,support,support,curated_keep,Support file retained for curated notebooks.,2.07
utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,2.17
